passid	gene.symbol	gene.feature	celltype.class	localisation.class	upstream.length	smodel.26Feb2017.half.life[hours]	smodel.26Feb2017.r.square	smodel.12Jun2017.half.life[hours]	smodel.12Jun2017.r.square
fwdgroup00764851	Lepr	intron	glia-enriched	not-localised	7831	0.000000	-1.000000	14.593845	0.873960
fwdgroup00765144	Pde4b	intron	tissue	not-localised	215149	0.000000	-1.000000	25.074230	0.745435
fwdgroup00765237	Pde4b	3pUTR_extended	others	not-localised	498	2.829847	0.776147	3.620373	0.810383
fwdgroup00765252	Pde4b	3pUTR_extended	others	not-localised	1914	3.862063	0.905729	4.892009	0.910955
revgroup00765843	Wdr78	3pUTR_extended	glia-enriched	not-localised	1208	24.000000	0.544585	0.038603	0.573356
revgroup00765899	Wdr78	intron	tissue	not-localised	797	0.000000	-1.000000	17.142005	0.666421
revgroup00765901	Wdr78	intron	glia-enriched	not-localised	274	0.000000	-1.000000	7.546047	0.810210
revgroup00765916	Wdr78	intron	glia-enriched	not-localised	5612	0.000000	-1.000000	1.917777	0.592176
fwdgroup00765686	Mier1	intron	shared	not-localised	2762	0.000000	-1.000000	22.372085	0.424660
fwdgroup00765730	Mier1	3pUTR	shared	not-localised	2804	5.432646	0.607761	5.363181	0.284068
revgroup00766013	Slc35d1	3pUTR_extended	others	not-localised	2710	3.262077	0.986910	2.702906	0.934296
fwdgroup00765812	Oma1	3pUTR	glia-enriched	not-localised	240	3.767039	0.934650	5.434289	0.931576
fwdgroup00766291	Dab1	intron	neuron-enriched	neuropil	273	0.000000	-1.000000	2.451205	0.458464
fwdgroup00766361	Dab1	CDS_extended	neuron-enriched	not-localised	10064	0.000000	-1.000000	4.883457	0.930587
fwdgroup00766385	Dab1	CDS_extended	neuron-enriched	not-localised	11876	0.000000	-1.000000	5.709514	0.762292
fwdgroup00766386	Dab1	CDS_extended	neuron-enriched	not-localised	12426	0.000000	-1.000000	6.235859	0.957573
revgroup00766477	Prkaa2	3pUTR_extended	others	not-localised	6219	3.123212	0.663575	3.458764	0.706780
fwdgroup00766625	Plpp3	3pUTR	glia-enriched	neuropil	1724	6.111990	0.877470	6.680091	0.829509
fwdgroup00766770	Usp24	intron	tissue	not-localised	1943	0.000000	-1.000000	1.261016	0.881629
fwdgroup00766896	Usp24	3pUTR	glia-enriched	not-localised	798	0.000000	-1.000000	2.134944	0.808124
fwdgroup00766912	Usp24	3pUTR_extended	glia-enriched	not-localised	2482	2.556494	0.568477	3.129380	0.634833
fwdgroup00766979	Dhcr24	CDS_extended	neuron-enriched	not-localised	283	0.000000	-1.000000	6.171653	0.347350
fwdgroup00766988	Dhcr24	CDS_extended	neuron-enriched	not-localised	2266	0.000000	-1.000000	2.018164	0.720265
fwdgroup00767029	Ttc22	3pUTR_extended	others	neuropil	740	2.089001	0.231456	6.246104	0.170091
fwdgroup00767043	Ttc22	3pUTR_extended	others	not-localised	3464	0.000000	-1.000000	9.038226	0.168592
fwdgroup00767068	Pars2	3pUTR	others	not-localised	722	2.727029	0.891149	3.108126	0.892610
revgroup00767009	Ttc4	3pUTR_extended	glia-enriched	not-localised	10628	3.191087	0.936738	4.860664	0.849731
revgroup00767013	Ttc4	3pUTR_extended	glia-enriched	not-localised	9972	0.000000	-1.000000	13.224363	0.758196
revgroup00767018	Ttc4	3pUTR_extended	glia-enriched	not-localised	8949	4.277614	0.987378	5.353957	0.978053
revgroup00767051	Mroh7	3pUTR	tissue	not-localised	401	0.000000	-1.000000	41.011317	0.325242
revgroup00767071	Acot11	3pUTR_extended	tissue	not-localised	15683	0.000000	-1.000000	14.157846	0.706378
revgroup00767079	Acot11	3pUTR_extended	glia-enriched	not-localised	3752	24.000000	0.057562	13.692559	0.243689
fwdgroup00767271	Ssbp3	3pUTR_extended	others	not-localised	633	24.000000	0.783483	13.818001	0.769762
fwdgroup00767282	Ssbp3	3pUTR_extended	others	not-localised	1631	6.256354	0.799459	7.556064	0.838089
revgroup00767235	Mrpl37	3pUTR	neuron-enriched	not-localised	122	24.000000	0.873633	31.070268	0.862827
revgroup00767237	Mrpl37	intron	neuron-enriched	somata	0	0.000000	-1.000000	2.884644	0.460844
revgroup00767291	Tceanc2	3pUTR_extended	others	not-localised	792	3.487994	0.959996	3.825897	0.956098
fwdgroup00767425	Tmem59	3pUTR	glia-enriched	not-localised	471	32.662137	0.780294	28.806171	0.800616
revgroup00767367	Lrrc42	3pUTR	glia-enriched	not-localised	220	2.252441	0.991829	2.546418	0.984696
fwdgroup00767484	Hspb11	3pUTR	neuron-enriched	not-localised	95	6.734391	0.991570	7.187311	0.979045
fwdgroup00767486	Hspb11	3pUTR_extended	tissue	not-localised	749	0.000000	-1.000000	3.141683	0.410292
revgroup00767441	Dio1	3pUTR	tissue	not-localised	848	0.000000	-1.000000	29.637935	0.759781
fwdgroup00767549	Yipf1	intron	shared	not-localised	2082	0.000000	-1.000000	26.897909	0.803447
fwdgroup00767550	Yipf1	3pUTR	shared	not-localised	18	24.000000	0.023663	36.041435	0.126215
fwdgroup00767563	Yipf1	3pUTR	shared	not-localised	210	25.095835	0.764583	22.596329	0.656433
fwdgroup00767598	Ndc1	3pUTR	glia-enriched	neuropil	250	0.000000	-1.000000	20.470801	0.492482
fwdgroup00767614	Ndc1	3pUTR_extended	glia-enriched	not-localised	2276	20.024194	0.701172	18.967551	0.579012
revgroup00767573	Dmrtb1	CDS_extended	glia-enriched	neuropil	705	0.000000	-1.000000	18.815326	0.340821
fwdgroup00767823	Magoh	3pUTR	glia-enriched	not-localised	109	3.957589	0.968662	4.632649	0.957088
fwdgroup00767843	RGD1559786	3pUTR	neuron-enriched	not-localised	173	24.000000	0.786639	0.410162	0.734386
fwdgroup00767848	RGD1559786	3pUTR	neuron-enriched	not-localised	875	4.924886	0.913740	6.702138	0.912586
fwdgroup00767852	RGD1559786	3pUTR_extended	neuron-enriched	not-localised	1463	19.310539	0.825007	20.407014	0.771014
fwdgroup00767857	RGD1559786	3pUTR_extended	neuron-enriched	not-localised	2317	15.456124	0.746125	16.765102	0.790444
fwdgroup00767880	RGD1559786	3pUTR_extended	tissue	not-localised	5437	0.000000	-1.000000	21.388840	0.534626
revgroup00767781	Cpt2	3pUTR_extended	glia-enriched	neuropil	259	4.508829	0.975493	4.435886	0.943386
revgroup00767860	Scp2	3pUTR	others	not-localised	290	24.000000	0.665149	1.677788	0.646245
fwdgroup00768024	Echdc2	3pUTR_extended	glia-enriched	not-localised	443	6.250775	0.985226	11.084262	0.401567
fwdgroup00768208	Coa7	3pUTR	others	not-localised	171	4.601130	0.896620	6.315036	0.867000
fwdgroup00768218	Coa7	3pUTR	tissue	not-localised	1770	0.000000	-1.000000	3.600389	0.952284
fwdgroup00768223	Coa7	3pUTR_extended	others	not-localised	2790	0.000000	-1.000000	3.395054	0.548042
revgroup00768162	Gpx7	3pUTR	glia-enriched	not-localised	394	24.000000	0.452037	22.019712	0.226322
fwdgroup00768311	Zcchc11	intron	others	not-localised	2132	0.000000	-1.000000	1.567231	0.703852
fwdgroup00768387	Zcchc11	3pUTR_extended	others	not-localised	633	1.538737	0.958467	1.733172	0.958878
revgroup00768285	Prpf38a	3pUTR	glia-enriched	somata	340	2.355840	0.992641	2.939881	0.961286
fwdgroup00768461	Cc2d1b	3pUTR_extended	glia-enriched	neuropil	738	3.361512	0.888551	4.383478	0.891215
revgroup00768387	Zfyve9	3pUTR_extended	neuron-enriched	not-localised	5143	24.000000	0.222446	7.705642	0.578707
revgroup00768393	Zfyve9	3pUTR_extended	neuron-enriched	not-localised	4639	1.889330	0.580434	6.709337	0.718887
revgroup00768397	Zfyve9	3pUTR_extended	neuron-enriched	not-localised	3979	5.998368	0.411238	13.512231	0.636450
revgroup00768410	Zfyve9	3pUTR	neuron-enriched	cell-culture	1809	0.000000	-1.000000	21.029471	0.487149
revgroup00768422	Zfyve9	3pUTR	neuron-enriched	not-localised	396	4.805637	0.921173	5.575421	0.931428
revgroup00768489	Zfyve9	intron	tissue	not-localised	38	0.000000	-1.000000	29.617570	0.711323
fwdgroup00768694	Txndc12	3pUTR	shared	not-localised	237	3.870495	0.906242	3.979167	0.885064
fwdgroup00768695	Txndc12	3pUTR_extended	shared	not-localised	655	24.000000	0.897635	29.222734	0.852791
fwdgroup00768763	Rab3b	3pUTR_extended	neuron-enriched	not-localised	373	107.694200	0.012320	17.830249	0.017633
fwdgroup00768861	Nrdc	intron	tissue	not-localised	2381	0.000000	-1.000000	3.991678	0.721395
fwdgroup00768918	Nrdc	3pUTR_extended	neuron-enriched	not-localised	347	14.998598	0.914868	14.681895	0.951819
revgroup00768774	Osbpl9	3pUTR_extended	glia-enriched	not-localised	594	2.673630	0.921779	4.229049	0.843304
revgroup00768775	Osbpl9	3pUTR	glia-enriched	not-localised	159	2.521873	0.813399	5.512887	0.928606
fwdgroup00768941	Nrdc	3pUTR_extended	neuron-enriched	not-localised	2912	25.380293	0.908515	23.073174	0.922681
fwdgroup00769193	Eps15	3pUTR_extended	glia-enriched	not-localised	362	9.828521	0.837046	11.508295	0.778784
fwdgroup00769196	Eps15	3pUTR_extended	glia-enriched	not-localised	2490	43.602132	0.676620	35.154229	0.581875
revgroup00769006	Rnf11l1	3pUTR_extended	tissue	not-localised	459	0.000000	-1.000000	75.120338	0.368025
revgroup00769007	Rnf11l1	3pUTR	others	cell-culture	383	0.000000	-1.000000	9.630049	0.403844
revgroup00769062	Cdkn2c	3pUTR_extended	glia-enriched	not-localised	9519	0.000000	-1.000000	9.444270	0.816885
revgroup00769077	Cdkn2c	3pUTR_extended	glia-enriched	neuropil	393	2.964708	0.970778	3.430062	0.981939
fwdgroup00769267	Faf1	intron	tissue	not-localised	3200	0.000000	-1.000000	11.074505	0.416742
fwdgroup00769464	Faf1	3pUTR_extended	others	not-localised	167	3.685063	0.978234	4.476881	0.976289
fwdgroup00769473	Faf1	3pUTR_extended	others	not-localised	2083	6.844536	0.931806	10.732727	0.922005
fwdgroup00769489	Dmrta2	3pUTR	glia-enriched	not-localised	456	0.000000	-1.000000	10.948802	0.955552
fwdgroup00769491	Dmrta2	3pUTR	glia-enriched	not-localised	711	0.000000	-1.000000	10.236201	0.813857
fwdgroup00769492	Dmrta2	3pUTR_extended	glia-enriched	not-localised	1056	2.851429	0.912362	5.921279	0.910371
revgroup00769305	Elavl4	3pUTR	neuron-enriched	somata	2582	6.745976	0.776168	7.463192	0.812461
revgroup00769308	Elavl4	3pUTR	neuron-enriched	not-localised	2013	5.401535	0.827563	5.633172	0.871104
revgroup00769322	Elavl4	3pUTR	neuron-enriched	not-localised	139	4.184505	0.745641	3.700259	0.416036
fwdgroup00769907	Bend5	3pUTR	neuron-enriched	not-localised	22	4.600391	0.908228	6.835076	0.922840
fwdgroup00769909	Bend5	3pUTR_extended	neuron-enriched	not-localised	400	5.070400	0.922918	7.113598	0.795626
fwdgroup00770030	Spata6	3pUTR	glia-enriched	cell-culture	63	0.000000	-1.000000	5.009264	0.701243
fwdgroup00770031	Spata6	3pUTR_extended	glia-enriched	neuropil	720	14.458413	0.784858	15.621776	0.773887
revgroup00769781	Cmpk1	3pUTR_extended	neuron-enriched	not-localised	2106	-13.282087	0.164078	13.129652	0.032785
revgroup00769790	Cmpk1	3pUTR	neuron-enriched	not-localised	1039	24.000000	0.374287	40.000363	0.552650
fwdgroup00770346	Tal1	3pUTR	glia-enriched	not-localised	2814	0.000000	-1.000000	6.358541	0.700807
revgroup00769869	Cyp4x1	CDS_extended	neuron-enriched	somata	1083	0.000000	-1.000000	0.495060	0.735565
fwdgroup00770502	Efcab14	CDS	glia-enriched	not-localised	127	0.000000	-1.000000	17.472355	0.556275
fwdgroup00770503	Efcab14	3pUTR	glia-enriched	not-localised	334	24.000000	0.851290	4.101541	0.671530
fwdgroup00770522	Efcab14	3pUTR_extended	tissue	not-localised	1866	0.000000	-1.000000	23.306526	0.592235
fwdgroup00770538	Efcab14	3pUTR_extended	glia-enriched	not-localised	3167	4.370382	0.557549	6.980121	0.575184
fwdgroup00770539	Efcab14	3pUTR_extended	glia-enriched	not-localised	3244	0.000000	-1.000000	20.187000	0.394267
fwdgroup00770561	Atpaf1	intron	others	not-localised	1015	0.000000	-1.000000	4.883619	0.487535
fwdgroup00770577	Atpaf1	3pUTR	others	not-localised	672	2.649524	0.646362	2.614118	0.680265
fwdgroup00770621	Mob3c	3pUTR_extended	glia-enriched	not-localised	2235	0.000000	-1.000000	1.698453	0.953438
fwdgroup00770660	Mknk1	3pUTR_extended	glia-enriched	not-localised	1045	3.213339	0.991034	3.915972	0.975087
revgroup00770172	Uqcrh	3pUTR	neuron-enriched	not-localised	173	24.000000	0.606506	0.066217	0.498802
revgroup00770181	Uqcrh	intron	neuron-enriched	somata	1	0.000000	-1.000000	0.910727	0.313941
fwdgroup00770794	Lrrc41	3pUTR	others	not-localised	489	3.984251	0.990140	4.194914	0.977394
revgroup00770266	Rad54l	3pUTR_extended	glia-enriched	cell-culture	198	0.000000	-1.000000	14.568885	0.815623
revgroup00770300	Lurap1	3pUTR_extended	tissue	not-localised	5754	0.000000	-1.000000	8.579624	0.839347
revgroup00770302	Lurap1	3pUTR_extended	others	not-localised	5370	3.134637	0.960646	4.117395	0.963833
revgroup00770313	Lurap1	3pUTR_extended	others	neuropil	3516	1.765769	0.718491	2.005988	0.795481
revgroup00770331	Lurap1	3pUTR_extended	tissue	not-localised	584	0.000000	-1.000000	4.611331	0.891189
revgroup00770335	Lurap1	3pUTR	others	not-localised	14	0.000000	-1.000000	10.108344	0.789139
fwdgroup00770936	Pomgnt1	3pUTR	others	not-localised	575	24.000000	0.900583	13.496732	0.950733
revgroup00770402	Tspan1	3pUTR	neuron-enriched	cell-culture	378	-6.255788	0.056282	0.157626	0.277395
fwdgroup00771061	Pik3r3	CDS_extended	neuron-enriched	not-localised	1638	0.000000	-1.000000	9.755139	0.550049
fwdgroup00771070	Pik3r3	CDS_extended	neuron-enriched	not-localised	3240	0.000000	-1.000000	4.987835	0.909652
revgroup00770504	Mast2	CDS_extended	others	not-localised	3582	0.000000	-1.000000	9.800640	0.508508
revgroup00770505	Mast2	CDS_extended	others	not-localised	3097	0.000000	-1.000000	11.479803	0.681734
revgroup00770523	Mast2	CDS_extended	others	neuropil	52	0.000000	-1.000000	16.985949	0.852766
fwdgroup00771306	Ipp	3pUTR	tissue	not-localised	227	0.000000	-1.000000	4.390711	0.587409
fwdgroup00771321	Ipp	3pUTR_extended	neuron-enriched	not-localised	2517	5.976744	0.872624	6.675251	0.908120
fwdgroup00771322	Ipp	3pUTR_extended	tissue	not-localised	2632	0.000000	-1.000000	21.802985	0.795973
revgroup00770758	Tmem69	3pUTR_extended	others	not-localised	1063	6.728377	0.873064	6.731707	0.866167
revgroup00770848	Nasp	3pUTR_extended	tissue	not-localised	8663	0.000000	-1.000000	5.420126	0.423810
fwdgroup00771414	Ccdc17	3pUTR	others	not-localised	207	9.976169	0.779832	12.766164	0.704799
revgroup00770870	Nasp	3pUTR_extended	glia-enriched	not-localised	679	8.368583	0.899120	8.679756	0.897185
revgroup00770872	Nasp	3pUTR	glia-enriched	not-localised	106	5.048773	0.994013	5.486043	0.992746
revgroup00770898	Nasp	intron	tissue	not-localised	588	0.000000	-1.000000	24.159273	0.387581
revgroup00770927	Akr1a1	3pUTR_extended	neuron-enriched	not-localised	93	24.000000	0.621815	0.974260	0.500897
revgroup00770931	Akr1a1	intron	neuron-enriched	somata	1	0.000000	-1.000000	0.111331	0.420541
revgroup00770932	Akr1a1	CDS	neuron-enriched	not-localised	37	0.000000	-1.000000	2.040270	0.322543
fwdgroup00771571	Prdx1	3pUTR	shared	not-localised	34	4.999611	0.661592	4.466057	0.647564
fwdgroup00771572	Prdx1	3pUTR_extended	shared	neuropil	238	24.000000	0.776724	36.585155	0.587036
revgroup00771022	Mmachc	3pUTR_extended	neuron-enriched	not-localised	862	24.000000	0.576799	19.651340	0.557971
fwdgroup00771598	Ccdc163	3pUTR_extended	others	not-localised	158	0.000000	-1.000000	9.977019	0.840422
fwdgroup00771684	Tesk2	3pUTR	glia-enriched	not-localised	771	1.995063	0.787248	5.409543	0.832437
revgroup00771091	Toe1	3pUTR_extended	glia-enriched	not-localised	126	4.604971	0.964711	4.599989	0.927881
fwdgroup00771716	Mutyh	3pUTR_extended	glia-enriched	not-localised	67	24.000000	0.315379	2.998150	0.322719
revgroup00771109	Hpdl	3pUTR	others	not-localised	250	1.696484	0.916782	3.144375	0.683247
fwdgroup00771894	Zswim5	CDS_extended	neuron-enriched	not-localised	414	0.000000	-1.000000	4.922826	0.893770
fwdgroup00771896	Zswim5	CDS_extended	tissue	not-localised	1065	0.000000	-1.000000	21.993940	0.801779
fwdgroup00771904	Zswim5	CDS_extended	neuron-enriched	not-localised	1930	0.000000	-1.000000	3.076081	0.926436
revgroup00771278	Urod	3pUTR	others	not-localised	71	13.970334	0.793137	14.018668	0.785424
fwdgroup00771912	Zswim5	CDS_extended	neuron-enriched	not-localised	3680	0.000000	-1.000000	11.681375	0.780295
fwdgroup00771960	Zswim5	CDS_extended	neuron-enriched	not-localised	15387	0.000000	-1.000000	9.637825	0.948738
fwdgroup00771966	Zswim5	CDS_extended	neuron-enriched	not-localised	16617	0.000000	-1.000000	10.289418	0.783987
revgroup00771418	Plk3	3pUTR_extended	shared	not-localised	10892	1.525289	0.633398	1.942271	0.716027
revgroup00771422	Plk3	3pUTR_extended	shared	not-localised	9785	2.433505	0.935537	3.751429	0.884701
revgroup00771426	Plk3	3pUTR_extended	shared	not-localised	8981	2.888026	0.940847	5.042055	0.929476
revgroup00771431	Plk3	3pUTR_extended	shared	not-localised	7525	0.000000	-1.000000	10.293004	0.936165
revgroup00771433	Plk3	3pUTR_extended	shared	not-localised	7165	0.000000	-1.000000	5.828991	0.843672
revgroup00771445	Plk3	3pUTR	shared	not-localised	331	2.628037	0.983663	2.509902	0.954594
revgroup00771482	Rps8	3pUTR_extended	glia-enriched	neuropil	46	23.542207	0.795856	18.891072	0.785372
revgroup00771500	Kif2c	3pUTR	glia-enriched	cell-culture	509	0.000000	-1.000000	19.722452	0.609049
fwdgroup00772217	Tmem53	3pUTR	neuron-enriched	not-localised	39	4.551686	0.969311	4.899134	0.948779
fwdgroup00772222	Tmem53	3pUTR_extended	tissue	not-localised	2194	0.000000	-1.000000	6.993319	0.787377
revgroup00771785	Dmap1	3pUTR_extended	tissue	not-localised	3952	0.000000	-1.000000	14.124061	0.708543
revgroup00771795	Dmap1	3pUTR_extended	neuron-enriched	not-localised	1255	0.000000	-1.000000	11.466651	0.891584
revgroup00771796	Dmap1	3pUTR_extended	neuron-enriched	not-localised	582	0.000000	-1.000000	3.151977	0.358812
revgroup00771800	Dmap1	3pUTR_extended	neuron-enriched	not-localised	52	5.499396	0.941615	5.917431	0.938620
revgroup00771867	Ccdc24	3pUTR_extended	others	cell-culture	10545	0.000000	-1.000000	0.135294	0.128726
fwdgroup00772508	Slc6a9	3pUTR	neuron-enriched	not-localised	579	13.084536	0.372188	14.494161	0.503590
fwdgroup00772509	Slc6a9	3pUTR	neuron-enriched	not-localised	739	9.957693	0.474674	10.680190	0.574351
fwdgroup00772510	Slc6a9	3pUTR_extended	neuron-enriched	not-localised	1095	10.865786	0.644756	11.102768	0.707932
revgroup00771912	B4galt2	3pUTR	neuron-enriched	neuropil	715	24.000000	0.573813	14.735127	0.616112
revgroup00771927	B4galt2	intron	neuron-enriched	not-localised	844	0.000000	-1.000000	21.394446	0.330517
revgroup00771930	B4galt2	intron	neuron-enriched	not-localised	196	0.000000	-1.000000	3.773229	0.095719
revgroup00771933	B4galt2	intron	neuron-enriched	not-localised	258	0.000000	-1.000000	47.671070	0.199190
revgroup00771954	Atp6v0b	3pUTR	neuron-enriched	not-localised	281	31.222547	0.567815	0.002488	0.201486
fwdgroup00772549	Slc6a9	3pUTR_extended	neuron-enriched	not-localised	15984	25.836177	0.264185	21.477118	0.330773
revgroup00771965	Dph2	3pUTR_extended	others	not-localised	3022	2.584406	0.817254	5.011131	0.848966
revgroup00771973	Dph2	3pUTR_extended	others	not-localised	776	6.236656	0.975354	6.731728	0.891919
revgroup00771980	Ipo13	3pUTR_extended	neuron-enriched	not-localised	1260	0.000000	-1.000000	11.426540	0.784606
revgroup00771989	Ipo13	3pUTR_extended	neuron-enriched	not-localised	68	6.232342	0.888897	8.231573	0.870997
revgroup00771990	Ipo13	CDS	neuron-enriched	somata	181	0.000000	-1.000000	9.041831	0.360134
revgroup00772072	Artn	3pUTR	glia-enriched	cell-culture	398	0.000000	-1.000000	8.427676	0.687426
revgroup00772074	St3gal3	CDS_extended	neuron-enriched	not-localised	894	0.000000	-1.000000	12.578323	0.805462
revgroup00772240	Kdm4a	3pUTR	glia-enriched	not-localised	1210	2.934860	0.705730	3.911486	0.324395
revgroup00772306	Ptprf	3pUTR_extended	glia-enriched	not-localised	1594	15.419740	0.671216	15.039565	0.777923
revgroup00772312	Ptprf	3pUTR_extended	glia-enriched	not-localised	917	0.758370	0.454791	2.508797	0.469472
fwdgroup00772982	Med8	3pUTR_extended	glia-enriched	not-localised	240	1.957611	0.966363	2.248960	0.937710
revgroup00772533	Cdc20	3pUTR_extended	shared	not-localised	18381	0.953738	0.571363	2.262056	0.681542
fwdgroup00772987	Med8	3pUTR_extended	glia-enriched	not-localised	1024	2.606417	0.968154	3.017504	0.974813
fwdgroup00773016	Elovl1	3pUTR	glia-enriched	neuropil	490	3.748512	0.965343	4.191982	0.715610
revgroup00772563	Cdc20	3pUTR	shared	not-localised	70	1.611354	0.976351	2.261601	0.973170
revgroup00772575	Tie1	3pUTR	others	neuropil	354	1.675066	0.406299	2.871710	0.001202
fwdgroup00773103	Tmem125	3pUTR_extended	neuron-enriched	not-localised	14522	0.000000	-1.000000	72.730428	0.036787
fwdgroup00773232	Slc2a1	3pUTR_extended	glia-enriched	neuropil	889	4.333066	0.455094	9.950528	0.500550
fwdgroup00773246	Slc2a1	3pUTR_extended	glia-enriched	not-localised	3838	21.531928	0.054444	20.517211	0.279183
